text,label
"Khi chỉ còn lại một người đại diện theo pháp luật cư trú tại Việt Nam thì người này khi xuất cảnh khỏi Việt Nam phải ủy quyền bằng văn bản cho cá nhân khác cư trú tại Việt Nam thực hiện quyền và nghĩa vụ của người đại diện theo pháp luật. Trường hợp này, người đại diện theo pháp luật vẫn phải chịu trách nhiệm về việc thực hiện quyền và nghĩa vụ đã ủy quyền. 4. Trường hợp hết thời hạn ủy quyền theo quy định tại khoản 3 Điều này mà người đại diện theo pháp luật của doanh nghiệp chưa trở lại Việt Nam và không có ủy quyền khác thì thực hiện theo quy định sau đây: a) Người được ủy quyền tiếp tục thực hiện các quyền và nghĩa vụ của người đại diện theo pháp luật của doanh nghiệp tư nhân cho đến khi người đại diện theo pháp luật của doanh nghiệp trở lại làm việc tại doanh nghiệp; b) Người được ủy quyền tiếp tục thực hiện các quyền và nghĩa vụ của người đại diện theo pháp luật của công ty trách nhiệm hữu hạn, công ty cổ phần, công ty hợp danh cho đến khi người đại diện theo pháp luật của công ty trở lại làm việc tại công ty hoặc cho đến khi chủ sở hữu công ty, Hội đồng thành viên, Hội đồng quản trị quyết định cử người khác làm người đại diện theo pháp luật của doanh nghiệp.",Luật Thương mại
"Cổ phần ưu đãi biểu quyết và quyền của cổ đông ưu đãi biểu quyết 1. Cổ phần ưu đãi biểu quyết là cổ phần có số phiếu biểu quyết nhiều hơn so với cổ phần phổ thông. Số phiếu biểu quyết của một cổ phần ưu đãi biểu quyết do Điều lệ công ty quy định. 2. Cổ đông sở hữu cổ phần ưu đãi biểu quyết có các quyền sau đây: a) Biểu quyết về các vấn đề thuộc thẩm quyền của Đại hội đồng cổ đông với số phiếu biểu quyết theo quy định tại khoản 1 Điều này; b) Các quyền khác như cổ đông phổ thông, trừ trường hợp quy định tại khoản 3 Điều này. 3. Cổ đông sở hữu cổ phần ưu đãi biểu quyết không được chuyển nhượng cổ phần đó cho người khác.",Luật Khác
"Quyết định đưa vụ án ra giải quyết theo thủ tục rút gọn 1. Trong thời hạn 30 ngày kể từ ngày thụ lý vụ án theo quy định tại Điều 125 của Luật này thì Thẩm phán được phân công giải quyết vụ án phải ra quyết định đưa vụ án ra giải quyết theo thủ tục rút gọn và mở phiên tòa xét xử trong thời hạn 10 ngày kể từ ngày ra quyết định. 2. Quyết định đưa vụ án ra giải quyết theo thủ tục rút gọn phải có các nội dung chính sau đây: a) Ngày, tháng, năm ra quyết định; b) Tên Tòa án ra quyết định; c) Vụ án được đưa ra giải quyết theo thủ tục rút gọn; d) Tên, địa chỉ; số fax, thư điện tử (nếu có) của người khởi kiện, người bị kiện, người có quyền lợi, nghĩa vụ liên quan; đ) Họ, tên Thẩm phán, Thư ký phiên tòa, Kiểm sát viên; họ, tên Thẩm phán, Kiểm sát viên dự khuyết (nếu có); e) Ngày, giờ, tháng, năm, địa điểm mở phiên tòa; g) Xét xử công khai hoặc xét xử kín; h) Họ, tên những người được triệu tập tham gia phiên tòa. 3. Quyết định đưa vụ án ra giải quyết theo thủ tục rút gọn phải được gửi cho đương sự và Viện kiểm sát cùng cấp cùng hồ sơ vụ án ngay sau khi ra quyết định. Trong thời hạn 03 ngày làm việc kể từ ngày nhận được hồ sơ vụ án, Viện kiểm sát nghiên cứu và trả lại hồ sơ vụ án cho Tòa án.",Luật Hành chính
"Quyền và nghĩa vụ của người Việt Nam định cư ở nước ngoài, doanh nghiệp có vốn đầu tư nước ngoài sử dụng đất trong khu công nghiệp, cụm công nghiệp, khu chế xuất, khu công nghệ cao, khu kinh tế 1. Người Việt Nam định cư ở nước ngoài được nhận chuyển nhượng quyền sử dụng đất trong khu công nghiệp, cụm công nghiệp, khu chế xuất, khu công nghệ cao, khu kinh tế và có quyền, nghĩa vụ theo quy định tại Điều 174 của Luật này. 2. Người Việt Nam định cư ở nước ngoài, doanh nghiệp có vốn đầu tư nước ngoài thuê đất, thuê lại đất trong khu công nghiệp, cụm công nghiệp, khu chế xuất, khu công nghệ cao, khu kinh tế có các quyền và nghĩa vụ sau đây: a) Trường hợp trả tiền thuê đất, thuê lại đất một lần cho cả thời gian thuê, thuê lại thì có quyền và nghĩa vụ quy định tại Điều 174 của Luật này; b) Trường hợp trả tiền thuê đất, thuê lại đất hàng năm thì có quyền và nghĩa vụ quy định tại Điều 175 của Luật này.",Luật Thương mại
"Cấp trích lục bản án; giao, gửi bản án 1. Trong thời hạn 03 ngày làm việc, kể từ ngày kết thúc phiên tòa, các đương sự, cơ quan, tổ chức, cá nhân khởi kiện được Tòa án cấp trích lục bản án. 2. Trong thời hạn 10 ngày, kể từ ngày tuyên án, Tòa án phải giao hoặc gửi bản án cho các đương sự, cơ quan, tổ chức, cá nhân khởi kiện và Viện kiểm sát cùng cấp. 3. Bản án sơ thẩm có hiệu lực pháp luật của Tòa án giải quyết vụ án dân sự bảo vệ quyền lợi người tiêu dùng do tổ chức xã hội tham gia bảo vệ người tiêu dùng khởi kiện phải được niêm yết công khai tại trụ sở Tòa án và công bố công khai trên một trong các báo hàng ngày của trung ương hoặc địa phương trong ba số liên tiếp. Bản án sơ thẩm có hiệu lực pháp luật của Tòa án có liên quan đến trách nhiệm bồi thường của Nhà nước phải được Tòa án cấp sơ thẩm gửi cho cơ quan quản lý nhà nước có thẩm quyền về bồi thường nhà nước. Bản án sơ thẩm có hiệu lực pháp luật của Tòa án có liên quan đến việc thay đổi hộ tịch của cá nhân phải được Tòa án cấp sơ thẩm thông báo bằng văn bản kèm theo trích lục bản án cho Ủy ban nhân dân nơi đã đăng ký hộ tịch của cá nhân đó theo quy định của Luật hộ tịch. Thời hạn niêm yết, công bố, gửi bản án, thông báo quy định tại khoản này là 05 ngày làm việc, kể từ ngày bản án có hiệu lực pháp luật. 4. Bản án sơ thẩm có hiệu lực pháp luật của Tòa án được công bố trên Cổng thông tin điện tử của Tòa án (nếu có), trừ bản án, quyết định của Tòa án có chứa thông tin quy định tại khoản 2 Điều 109 của Bộ luật này.",Luật Dân sự
Trách nhiệm dân sự do không thực hiện nghĩa vụ giao vật 1. Khi bên có nghĩa vụ không thực hiện nghĩa vụ giao vật đặc định thì người có quyền được quyền yêu cầu bên có nghĩa vụ phải giao đúng vật đó; nếu vật không còn hoặc bị hư hỏng thì phải thanh toán giá trị của vật. 2. Khi bên có nghĩa vụ không thực hiện được nghĩa vụ giao vật cùng loại thì phải thanh toán giá trị của vật. 3. Trong trường hợp bên có nghĩa vụ không thực hiện được nghĩa vụ theo quy định tại khoản 1 và khoản 2 Điều này mà gây thiệt hại cho bên có quyền thì ngoài việc thanh toán giá trị của vật còn phải bồi thường thiệt hại cho bên có quyền.,Luật Dân sự
"Xác lập quyền sở hữu đối với tài sản có được từ lao động, hoạt động sản xuất, kinh doanh hợp pháp, hoạt động sáng tạo ra đối tượng quyền sở hữu trí tuệ Người lao động, người tiến hành hoạt động sản xuất, kinh doanh hợp pháp có quyền sở hữu đối với tài sản có được từ lao động, hoạt động sản xuất, kinh doanh hợp pháp, kể từ thời điểm có được tài sản đó. Người tiến hành hoạt động sáng tạo có quyền sở hữu đối với tài sản có được từ hoạt động sáng tạo theo quy định của Luật sở hữu trí tuệ.",Luật Dân sự
"Trừ trường hợp có thoả thuận khác, người bán hàng có các nghĩa vụ sau đây: 1. Giao hàng hoá cho người tổ chức đấu giá, tạo điều kiện để người tổ chức đấu giá, người tham gia đấu giá xem xét hàng hoá và cung cấp đầy đủ, chính xác, kịp thời các thông tin cần thiết liên quan đến hàng hoá đấu giá; 2. Trả thù lao dịch vụ tổ chức đấu giá theo quy định tại Điều 211 của Luật này.",Luật Khác
"Nội dung Điều lệ công ty 1. Tên, địa chỉ trụ sở chính, chi nhánh, văn phòng đại diện. 2. Ngành, nghề kinh doanh. 3. Vốn điều lệ; cách thức tăng và giảm vốn điều lệ. 4. Họ, tên, địa chỉ, quốc tịch và các đặc điểm cơ bản khác của các thành viên hợp danh đối với công ty hợp danh; của chủ sở hữu công ty, thành viên đối với công ty trách nhiệm hữu hạn; của cổ đông sáng lập đối với công ty cổ phần. 5. Phần vốn góp và giá trị vốn góp của mỗi thành viên đối với công ty trách nhiệm hữu hạn và công ty hợp danh; số cổ phần của cổ đông sáng lập, loại cổ phần, mệnh giá cổ phần và tổng số cổ phần được quyền chào bán của từng loại đối với công ty cổ phần. 6. Quyền và nghĩa vụ của thành viên đối với công ty trách nhiệm hữu hạn, công ty hợp danh; của cổ đông đối với công ty cổ phần. 7. Cơ cấu tổ chức quản lý. 8. Người đại diện theo pháp luật đối với công ty trách nhiệm hữu hạn, công ty cổ phần. 9. Thể thức thông qua quyết định của công ty; nguyên tắc giải quyết tranh chấp nội bộ. 10. Căn cứ và phương pháp xác định thù lao, tiền lương và thưởng cho người quản lý và thành viên Ban kiểm soát hoặc Kiểm soát viên. 11. Những trường hợp thành viên có thể yêu cầu công ty mua lại phần vốn góp đối với công ty trách nhiệm hữu hạn hoặc cổ phần đối với công ty cổ phần. 12. Nguyên tắc phân chia lợi nhuận sau thuế và xử lý lỗ trong kinh doanh. 13. Các trường hợp giải thể, trình tự giải thể và thủ tục thanh lý tài sản công ty. 14. Thể thức sửa đổi, bổ sung Điều lệ công ty.",Luật Thương mại
"Thẩm quyền cấp Giấy chứng nhận đăng ký quyền tác giả, Giấy chứng nhận đăng ký quyền liên quan 1. Cơ quan quản lý nhà nước về quyền tác giả, quyền liên quan có quyền cấp Giấy chứng nhận đăng ký quyền tác giả, Giấy chứng nhận đăng ký quyền liên quan. 2. Cơ quan nhà nước có thẩm quyền cấp Giấy chứng nhận đăng ký quyền tác giả, Giấy chứng nhận đăng ký quyền liên quan có quyền cấp lại, đổi, huỷ bỏ giấy chứng nhận đó. 3. Chính phủ quy định cụ thể điều kiện, trình tự, thủ tục cấp lại, đổi, huỷ bỏ Giấy chứng nhận đăng ký quyền tác giả, Giấy chứng nhận đăng ký quyền liên quan. 4. Bộ Văn hóa - Thông tin quy định mẫu Giấy chứng nhận đăng ký quyền tác giả, Giấy chứng nhận đăng ký quyền liên quan.",Luật Hành chính
"Quyền của bên thế chấp tài sản Bên thế chấp tài sản có các quyền sau đây: 1. Được khai thác công dụng, hưởng hoa lợi, lợi tức từ tài sản, trừ trường hợp hoa lợi, lợi tức cũng thuộc tài sản thế chấp theo thoả thuận; 2. Được đầu tư để làm tăng giá trị của tài sản thế chấp; 3. Được bán, thay thế tài sản thế chấp, nếu tài sản đó là hàng hoá luân chuyển trong quá trình sản xuất, kinh doanh. Trong trường hợp bán tài sản thế chấp là hàng hoá luân chuyển trong quá trình sản xuất, kinh doanh thì quyền yêu cầu bên mua thanh toán tiền, số tiền thu được hoặc tài sản hình thành từ số tiền thu được trở thành tài sản thế chấp thay thế cho số tài sản đã bán. 4. Được bán, trao đổi, tặng cho tài sản thế chấp không phải là hàng hóa luân chuyển trong quá trình sản xuất, kinh doanh, nếu được bên nhận thế chấp đồng ý. 5. Được cho thuê, cho mượn tài sản thế chấp nhưng phải thông báo cho bên thuê, bên mượn biết về việc tài sản cho thuê, cho mượn đang được dùng để thế chấp và phải thông báo cho bên nhận thế chấp biết; 6. Nhận lại tài sản thế chấp do người thứ ba giữ, khi nghĩa vụ được bảo đảm bằng thế chấp chấm dứt hoặc được thay thế bằng biện pháp bảo đảm khác.",Luật Dân sự
"Vay vốn ưu đãi thông qua Ngân hàng chính sách xã hội để phát triển nhà ở xã hội 1. Nhà nước hỗ trợ cho vay vốn ưu đãi với lãi suất thấp và thời hạn cho vay dài hạn thông qua việc cấp vốn từ ngân sách cho Ngân hàng chính sách xã hội để thực hiện các chương trình mục tiêu về nhà ở và xây dựng nhà ở xã hội. 2. Ngân hàng chính sách xã hội được thực hiện huy động tiền gửi tiết kiệm của hộ gia đình, cá nhân trong nước có nhu cầu mua, thuê mua nhà ở xã hội để cho các đối tượng này vay với lãi suất ưu đãi và thời hạn vay dài hạn sau một thời gian gửi tiết kiệm nhất định. 3. Ngân hàng chính sách xã hội phải lập khoản mục riêng để quản lý và sử dụng nguồn vốn theo đúng mục đích quy định tại khoản 1 và khoản 2 Điều này. 4. Bộ Xây dựng, Bộ Lao động - Thương binh và Xã hội có trách nhiệm tham gia quản lý nguồn vốn và quản lý việc sử dụng nguồn vốn quy định tại khoản 1 và khoản 2 Điều này. 5. Chính phủ quy định chi tiết Điều này.",Luật Tài chính - Ngân hàng
"Theo dõi, đánh giá hoạt động đầu tư 1. Cơ quan nhà nước quản lý về đầu tư các cấp tổ chức việc theo dõi, đánh giá và báo cáo hoạt động đầu tư theo quy định của pháp luật. 2. Nội dung theo dõi, đánh giá đầu tư bao gồm: a) Việc ban hành văn bản hướng dẫn pháp luật theo thẩm quyền và thực hiện các quy định của pháp luật về đầu tư; b) Tình hình thực hiện các dự án đầu tư theo quy định của Giấy chứng nhận đầu tư; c) Kết quả thực hiện đầu tư của cả nước, các bộ, ngành và các địa phương, các dự án đầu tư theo phân cấp; d) Báo cáo cơ quan quản lý nhà nước cùng cấp, cơ quan nhà nước quản lý đầu tư cấp trên về kết quả đánh giá đầu tư, kiến nghị các biện pháp xử lý những vướng mắc và vi phạm pháp luật về đầu tư",Luật Hành chính
Bên mua có nghĩa vụ nhận hàng theo thoả thuận và thực hiện những công việc hợp lý để giúp bên bán giao hàng.,Luật Khác
"Hạn chế đối với công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán, chi nhánh công ty chứng khoán và công ty quản lý quỹ nước ngoài tại Việt Nam 1. Không được đưa ra nhận định hoặc bảo đảm với khách hàng về mức thu nhập hoặc lợi nhuận đạt được trên khoản đầu tư của mình hoặc bảo đảm khách hàng không bị thua lỗ, trừ trường hợp đầu tư vào chứng khoán có thu nhập cố định. 2. Không được tiết lộ thông tin về khách hàng, trừ trường hợp được khách hàng đồng ý hoặc theo yêu cầu của cơ quan có thẩm quyền. 3. Không được thực hiện hành vi làm cho khách hàng và nhà đầu tư hiểu nhầm về giá chứng khoán. 4. Cổ đông sáng lập, thành viên góp vốn khi thành lập của công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán không được chuyển nhượng cổ phần hoặc phần vốn góp của mình trong thời hạn 03 năm kể từ ngày được cấp giấy phép, trừ trường hợp chuyển nhượng giữa các cổ đông sáng lập, thành viên góp vốn khi thành lập công ty. 5. Công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán, chi nhánh công ty chứng khoán và công ty quản lý quỹ nước ngoài tại Việt Nam phải thực hiện hoạt động kinh doanh, cung cấp dịch vụ chứng khoán với danh nghĩa của chính mình; không được sử dụng danh nghĩa tổ chức, cá nhân khác hoặc cho tổ chức, cá nhân khác sử dụng danh nghĩa của mình để kinh doanh, cung cấp dịch vụ chứng khoán. 6. Công ty chứng khoán không được góp vốn thành lập, mua cổ phần, phần vốn góp của 01 công ty chứng khoán khác tại Việt Nam, trừ các trường hợp sau đây: a) Mua để thực hiện hợp nhất, sáp nhập; b) Mua để sở hữu hoặc cùng với người có liên quan (nếu có) sở hữu không quá 5% số cổ phiếu có quyền biểu quyết đang lưu hành của công ty chứng khoán niêm yết, đăng ký giao dịch.",Luật Thương mại
"Yêu cầu Toà án xét tính hợp pháp của cuộc đình công 1. Trong quá trình đình công hoặc trong thời hạn 03 tháng, kể từ ngày chấm dứt đình công, mỗi bên có quyền nộp đơn đến Toà án yêu cầu xét tính hợp pháp của cuộc đình công. 2. Đơn yêu cầu phải có các nội dung chính sau đây: a) Ngày, tháng, năm làm đơn yêu cầu; b) Tên Toà án nhận đơn; c) Tên, địa chỉ của bên yêu cầu; d) Tên, địa chỉ của tổ chức lãnh đạo cuộc đình công; đ) Tên, địa chỉ của người sử dụng lao động nơi tập thể lao động đình công; e) Nội dung yêu cầu Toà án giải quyết; g) Các thông tin khác mà bên yêu cầu xét thấy cần thiết cho việc giải quyết. 3. Bên yêu cầu phải gửi kèm theo đơn các bản sao quyết định đình công, quyết định hoặc biên bản hoà giải của cơ quan, tổ chức có thẩm quyền giải quyết vụ tranh chấp lao động tập thể, tài liệu, chứng cứ có liên quan đến việc xét tính hợp pháp của cuộc đình công.",Luật Lao động
"Thành phần phiên họp kiểm tra việc giao nộp, tiếp cận, công khai chứng cứ và hòa giải 1. Thành phần tham gia phiên họp gồm có: a) Thẩm phán chủ trì phiên họp; b) Thư ký Tòa án ghi biên bản phiên họp; c) Các đương sự hoặc người đại diện hợp pháp của các đương sự; d) Đại diện tổ chức đại diện tập thể lao động đối với vụ án lao động khi có yêu cầu của người lao động, trừ vụ án lao động đã có tổ chức đại diện tập thể lao động là người đại diện, người bảo vệ quyền và lợi ích hợp pháp cho tập thể người lao động, người lao động. Trường hợp đại diện tổ chức đại diện tập thể lao động không tham gia hòa giải thì phải có ý kiến bằng văn bản; đ) Người bảo vệ quyền và lợi ích hợp pháp của đương sự (nếu có); e) Người phiên dịch (nếu có). 2. Trường hợp cần thiết, Thẩm phán yêu cầu cá nhân, cơ quan, tổ chức có liên quan tham gia phiên họp; đối với vụ án về hôn nhân và gia đình, Thẩm phán yêu cầu đại diện cơ quan quản lý nhà nước về gia đình, cơ quan quản lý nhà nước về trẻ em, Hội liên hiệp phụ nữ Việt Nam tham gia phiên họp; nếu họ vắng mặt thì Tòa án vẫn tiến hành phiên họp. 3. Trong vụ án có nhiều đương sự mà có đương sự vắng mặt, nhưng các đương sự có mặt vẫn đồng ý tiến hành phiên họp và việc tiến hành phiên họp đó không ảnh hưởng đến quyền, nghĩa vụ của đương sự vắng mặt thì Thẩm phán tiến hành phiên họp giữa các đương sự có mặt; nếu các đương sự đề nghị hoãn phiên hòa giải để có mặt tất cả các đương sự trong vụ án thì Thẩm phán phải hoãn phiên họp. Thẩm phán phải thông báo việc hoãn phiên họp và việc mở lại phiên họp cho đương sự.",Luật Lao động
"Thừa kế quyền sử dụng đất theo di chúc đối với đất nông nghiệp để trồng cây hàng năm, nuôi trồng thuỷ sản Những người được quy định tại khoản 1 Điều 679 và Điều 680 của Bộ luật này và có đủ các điều kiện quy định tại Điều 740 của Bộ luật này được thừa kế quyền sử dụng đất theo di chúc đối với đất nông nghiệp để trồng cây hàng năm, nuôi trồng thuỷ sản.",Luật Dân sự
"Thời hạn kháng nghị theo thủ tục tái thẩm Thời hạn kháng nghị theo thủ tục tái thẩm là 01 năm, kể từ ngày người có quyền kháng nghị biết được căn cứ để kháng nghị theo thủ tục tái thẩm quy định tại Điều 233 của Luật này.",Luật Hành chính
"Quyền của bên làm dịch vụ Bên làm dịch vụ có các quyền sau đây: 1- Yêu cầu bên thuê dịch vụ cung cấp thông tin, tài liệu và phương tiện; 2- Được thay đổi điều kiện dịch vụ vì lợi ích của bên thuê dịch vụ, mà không nhất thiết phải chờ ý kiến của bên thuê dịch vụ, nếu việc chờ ý kiến sẽ gây thiệt hại cho bên thuê dịch vụ, nhưng phải báo ngay cho bên thuê dịch vụ; 3- Yêu cầu bên thuê dịch vụ trả tiền công.",Luật Dân sự
"Bảo hiểm trách nhiệm dân sự 1- Trong trường hợp bảo hiểm trách nhiệm dân sự cho người thứ ba theo thoả thuận hoặc theo quy định của pháp luật, thì bên bảo hiểm phải bồi thường cho bên mua bảo hiểm hoặc trả trực tiếp cho người thứ ba theo yêu cầu của bên mua bảo hiểm số thiệt hại do bên mua bảo hiểm gây ra cho người thứ ba theo mức bảo hiểm đã thoả thuận hoặc theo quy định của pháp luật. 2- Trong trường hợp bên mua bảo hiểm đã bồi thường thiệt hại cho người thứ ba, thì có quyền yêu cầu bên bảo hiểm phải bồi hoàn khoản tiền mà mình đã trả cho người thứ ba, nhưng không vượt quá mức trả bảo hiểm mà các bên đã thoả thuận hoặc pháp luật đã quy định. MỤC 12 HỢP ĐỒNG UỶ QUYỀN",Luật Dân sự
"Thông báo phải có các nội dung chủ yếu sau đây: a) Tên, địa chỉ trụ sở chính, số và ngày cấp Giấy chứng nhận đăng ký kinh doanh, nơi đăng ký kinh doanh; b) Tổng số cổ phần phổ thông được quyền chào bán, số cổ phần các cổ đông sáng lập đăng ký mua; c) Họ, tên, địa chỉ thường trú, quốc tịch, số Giấy chứng minh nhân dân, Hộ chiếu hoặc chứng thực cá nhân hợp pháp khác đối với cổ đông sáng lập là cá nhân; tên, địa chỉ thường trú, quốc tịch, số quyết định thành lập hoặc số đăng ký kinh doanh đối với cổ đông là tổ chức; số cổ phần đăng ký mua, số cổ phần và trị giá cổ phần đã thanh toán, loại tài sản góp vốn cổ phần của từng cổ đông sáng lập; d) Tổng số cổ phần và giá trị cổ phần đã thanh toán của các cổ đông sáng lập; đ) Họ, tên, chữ ký của người đại diện theo pháp luật của công ty. Người đại diện theo pháp luật của công ty phải chịu trách nhiệm cá nhân về các thiệt hại đối với công ty và người khác do thông báo chậm trễ hoặc thông báo không trung thực, không chính xác, không đầy đủ. 3. Trường hợp có cổ đông sáng lập không thanh toán đủ số cổ phần đã đăng ký mua thì số cổ phần chưa góp đủ đó của cổ đông sáng lập được xử lý theo một trong các cách sau đây: a) Các cổ đông sáng lập còn lại góp đủ số cổ phần đó theo tỷ lệ sở hữu cổ phần của họ trong công ty; b) Một hoặc một số cổ đông sáng lập nhận góp đủ số cổ phần đó; c) Huy động người khác không phải là cổ đông sáng lập nhận góp đủ số cổ phần đó; người nhận góp vốn đó đương nhiên trở thành cổ đông sáng lập của công ty. Trong trường hợp này, cổ đông sáng lập chưa góp cổ phần theo đăng ký đương nhiên không còn là cổ đông của công ty.",Luật Thương mại
"Công ty mẹ, công ty con 1. Một công ty được coi là công ty mẹ của công ty khác nếu thuộc một trong các trường hợp sau đây: a) Sở hữu trên 50% vốn điều lệ hoặc tổng số cổ phần phổ thông của công ty đó; b) Có quyền trực tiếp hoặc gián tiếp quyết định bổ nhiệm đa số hoặc tất cả thành viên Hội đồng quản trị, Giám đốc hoặc Tổng giám đốc của công ty đó; c) Có quyền quyết định việc sửa đổi, bổ sung Điều lệ của công ty đó. 2. Công ty con không được đầu tư góp vốn, mua cổ phần của công ty mẹ. Các công ty con của cùng một công ty mẹ không được cùng nhau góp vốn, mua cổ phần để sở hữu chéo lẫn nhau. 3. Các công ty con có cùng một công ty mẹ là doanh nghiệp có sở hữu ít nhất 65% vốn nhà nước không được cùng nhau góp vốn thành lập doanh nghiệp theo quy định của Luật này. 4. Chính phủ quy định chi tiết khoản 2 và khoản 3 Điều này.",Luật Thương mại
"Lưu trữ và quản lý hồ sơ nhà ở 1. Tổ chức, cá nhân lưu trữ hồ sơ về nhà ở được quy định như sau: a) Chủ sở hữu nhà ở hoặc người đang sử dụng nhà ở nếu chưa xác định được chủ sở hữu, tổ chức được giao quản lý nhà ở thuộc sở hữu nhà nước có trách nhiệm lưu trữ hồ sơ nhà ở; b) Cơ quan quản lý nhà ở cấp huyện có trách nhiệm lưu trữ hồ sơ nhà ở của hộ gia đình, cá nhân trong nước, người Việt Nam định cư ở nước ngoài trên địa bàn; c) Cơ quan quản lý nhà ở cấp tỉnh có trách nhiệm lưu trữ hồ sơ nhà ở của tổ chức trong nước, tổ chức nước ngoài, cá nhân nước ngoài và dự án đầu tư xây dựng nhà ở trên địa bàn. 2. Cơ quan nhà nước có thẩm quyền khi làm thủ tục cấp Giấy chứng nhận phải có trách nhiệm cung cấp thông tin về nhà ở quy định tại khoản 2 Điều 76 của Luật này cho cơ quan quản lý nhà ở cùng cấp để thiết lập hồ sơ nhà ở. Ủy ban nhân dân cấp tỉnh có trách nhiệm quy định việc phối hợp cung cấp thông tin về nhà ở giữa cơ quan có thẩm quyền làm thủ tục cấp Giấy chứng nhận và cơ quan quản lý nhà ở tại địa phương để bảo đảm thống nhất về các thông tin nhà ở, đất ở ghi trong hồ sơ nhà ở.",Luật Hành chính
"Tác phẩm không được Nhà nước bảo hộ 1- Nhà nước không bảo hộ quyền tác giả đối với tác phẩm có nội dung sau đây: a) Chống lại Nhà nước Việt Nam, phá hoại khối đoàn kết toàn dân; b) Tuyên truyền bạo lực, chiến tranh xâm lược, gây hận thù giữa các dân tộc và nhân dân các nước; truyền bá tư tưởng, văn hoá phản động, lối sống dâm ô đồi trụỵ, các hành vi tội ác, tệ nạn xã hội, mê tín dị đoan, phá hoại thuần phong mỹ tục; c) Tiết lộ bí mật của Đảng, Nhà nước, bí mật quân sự, an ninh, kinh tế, đối ngoại, bí mật đời tư của cá nhân và các bí mật khác do pháp luật quy định; d) Xuyên tạc lịch sử; phủ nhận thành tựu cách mạng, xúc phạm vĩ nhân, anh hùng dân tộc; vu khống, xúc phạm uy tín của tổ chức, danh dự và nhân phẩm của cá nhân. 2- Mọi giao dịch về việc lưu hành, sử dụng và hưởng lợi đối với tác phẩm quy định tại khoản 1 Điều này là bất hợp pháp và vô hiệu; người vi phạm bị xử lý theo quy định của pháp luật. MỤC 2 CÁC QUYỀN CỦA TÁC GIẢ, QUYỀN CỦA CHỦ SỞ HỮU TÁC PHẨM",Luật Khác
"Giới hạn quyền tác giả Cá nhân, tổ chức được sử dụng tác phẩm của người khác đã được công bố, phổ biến, nếu tác phẩm không bị cấm sao chụp và việc sử dụng đó không nhằm mục đích kinh doanh và không làm ảnh hưởng đến việc khai thác bình thường tác phẩm, không xâm hại đến các quyền lợi khác của tác giả hoặc chủ sở hữu tác phẩm; cá nhân, tổ chức sử dụng tác phẩm không phải xin phép và không phải trả thù lao cho tác giả hoặc chủ sở hữu tác phẩm, nhưng phải ghi hoặc nhắc tên tác giả và nguồn gốc tác phẩm.",Luật Khác
"Cơ cấu tổ chức quản lý công ty cổ phần Công ty cổ phần có Đại hội đồng cổ đông, Hội đồng quản trị và Giám đốc hoặc Tổng giám đốc; đối với công ty cổ phần có trên mười một cổ đông là cá nhân hoặc có cổ đông là tổ chức sở hữu trên 50% tổng số cổ phần của công ty phải có Ban kiểm soát. Chủ tịch Hội đồng quản trị hoặc Giám đốc hoặc Tổng giám đốc là người đại diện theo pháp luật của công ty được quy định tại Điều lệ công ty. Người đại diện theo pháp luật của công ty phải thường trú ở Việt Nam; trường hợp vắng mặt trên ba mươi ngày ở Việt Nam thì phải uỷ quyền bằng văn bản cho người khác theo quy định tại Điều lệ công ty để thực hiện các quyền và nhiệm vụ của người đại diện theo pháp luật của công ty.",Luật Thương mại
"Thủ tục miễn chấp hành án phạt cải tạo không giam giữ 1. Viện kiểm sát nhân dân cấp huyện, Viện kiểm sát quân sự khu vực nơi người chấp hành án đang cư trú, làm việc, tự mình hoặc theo đề nghị của cơ quan thi hành án hình sự Công an cấp huyện, cơ quan thi hành án hình sự cấp quân khu xem xét, lập hồ sơ đề nghị Tòa án cùng cấp xét miễn chấp hành án. Hồ sơ bao gồm: a) Bản sao bản án, quyết định của Tòa án có hiệu lực pháp luật; b) Văn bản đề nghị của Viện trưởng Viện kiểm sát; c) Văn bản đề nghị của cơ quan thi hành án hình sự trong trường hợp cơ quan này đề nghị; d) Đơn xin miễn chấp hành án của người bị kết án hoặc người đại diện theo quy định của pháp luật; đ) Xác nhận của cơ quan có thẩm quyền về việc người bị kết án đã lập công; kết luận của bệnh viện cấp tỉnh, bệnh viện cấp quân khu trở lên về tình trạng bệnh của người bị kết án bị bệnh hiểm nghèo; xác nhận của cơ quan có thẩm quyền về việc người bị kết án chấp hành tốt pháp luật, có hoàn cảnh gia đình đặc biệt khó khăn. 2. Trong thời hạn 15 ngày kể từ ngày nhận được hồ sơ quy định tại khoản 1 Điều này, Chánh án Tòa án có thẩm quyền thành lập Hội đồng và tổ chức phiên họp để xét, quyết định miễn chấp hành án. Thành phần Hội đồng gồm 03 Thẩm phán; phiên họp có sự tham gia của Kiểm sát viên Viện kiểm sát cùng cấp. Trường hợp hồ sơ phải bổ sung theo yêu cầu của Tòa án thì thời hạn mở phiên họp được tính từ ngày nhận được hồ sơ bổ sung.",Luật Hình sự
